Question Number,Question Title,Answer Option,Is Correct
"878","W tabeli pracownicy zdefiniowano klucz główny typu INTEGER z atrybutami NOT NULL oraz AUTO_INCREMENT. Ponadto zdefiniowano pola imie oraz nazwisko. W przypadku zastosowania przedstawionej kwerendy SQL wprowadzającej dane, w której zostało pominięte pole klucza, w bazie danych MySQL nastąpi","C. błąd nieprawidłowej liczby pól",false
"878","W tabeli pracownicy zdefiniowano klucz główny typu INTEGER z atrybutami NOT NULL oraz AUTO_INCREMENT. Ponadto zdefiniowano pola imie oraz nazwisko. W przypadku zastosowania przedstawionej kwerendy SQL wprowadzającej dane, w której zostało pominięte pole klucza, w bazie danych MySQL nastąpi","D. wpisanie rekordu do tabeli, dla klucza głównego zostanie przydzielona kolejna wartość naturalna",true
"879","Aby obsłużyć połączenie z bazą MySQL podczas tworzenia aplikacji internetowej, można wykorzystać język","A. HTML",false
"879","Aby obsłużyć połączenie z bazą MySQL podczas tworzenia aplikacji internetowej, można wykorzystać język","B. PHP",true
"879","Aby obsłużyć połączenie z bazą MySQL podczas tworzenia aplikacji internetowej, można wykorzystać język","C. XHTML",false
"879","Aby obsłużyć połączenie z bazą MySQL podczas tworzenia aplikacji internetowej, można wykorzystać język","D. CSS",false
"880","Tabele Osoby i Adresy są połączone relacją jeden do wielu. Jakie zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić nazwiska oraz przyporządkowane im miasta?","A. SELECT nazwisko, Miasto FROM Osoby JOIN Adresy ON Osoby.Adresy_id=Adresy.id;",true
"880","Tabele Osoby i Adresy są połączone relacją jeden do wielu. Jakie zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić nazwiska oraz przyporządkowane im miasta?","B. SELECT nazwisko, Miasto FROM Osoby.Adresy_id=Adresy.id FROM Osoby, Adresy;",false
"880","Tabele Osoby i Adresy są połączone relacją jeden do wielu. Jakie zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić nazwiska oraz przyporządkowane im miasta?","C. SELECT nazwisko, Miasto FROM Osoby, Adresy;",false
"880","Tabele Osoby i Adresy są połączone relacją jeden do wielu. Jakie zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić nazwiska oraz przyporządkowane im miasta?","D. SELECT nazwisko, Miasto FROM Osoby, Adresy WHERE Osoby.id=Adresy.id;",false
"881","W stylu CSS aby zadeklarować krój czcionki, należy użyć właściwości","A. font-face",false
"881","W stylu CSS aby zadeklarować krój czcionki, należy użyć właściwości","B. font-style",false
"881","W stylu CSS aby zadeklarować krój czcionki, należy użyć właściwości","C. font-size",false
"881","W stylu CSS aby zadeklarować krój czcionki, należy użyć właściwości","D. font-family",true
"882","Która informacja dotycząca przedstawionego kodu jest prawdziwa?","A. Zostanie wypisany komunikat "OlaAla"",false
"882","Która informacja dotycząca przedstawionego kodu jest prawdziwa?","B. W zmiennej $a wartość "Ala" zostanie zamieniona na wartość "Ola"",false
"882","Która informacja dotycząca przedstawionego kodu jest prawdziwa?","C. Znak "=" jest operatorem porównania dwóch zmiennych",false
"882","Która informacja dotycząca przedstawionego kodu jest prawdziwa?","D. Znak kropki "." jest operatorem konkatenacji",true
"883","Dana jest tabela uczniowie o polach id, imie, nazwisko, data_ur (format rrrr-mm-dd). Które zapytanie w języku SQL wyświetli tylko imiona i nazwiska uczniów urodzonych w 2001 roku?","A. SELECT imie, nazwisko FROM uczniowie WHERE data_ur like "2001-%-%"",true
"883","Dana jest tabela uczniowie o polach id, imie, nazwisko, data_ur (format rrrr-mm-dd). Które zapytanie w języku SQL wyświetli tylko imiona i nazwiska uczniów urodzonych w 2001 roku?","B. SELECT * FROM uczniowie WHERE data_ur like "2001"",false
"883","Dana jest tabela uczniowie o polach id, imie, nazwisko, data_ur (format rrrr-mm-dd). Które zapytanie w języku SQL wyświetli tylko imiona i nazwiska uczniów urodzonych w 2001 roku?","C. SELECT id, imie, nazwisko, data_ur FROM uczniowie WHERE data_ur like "2001-*-*"",false
"883","Dana jest tabela uczniowie o polach id, imie, nazwisko, data_ur (format rrrr-mm-dd). Które zapytanie w języku SQL wyświetli tylko imiona i nazwiska uczniów urodzonych w 2001 roku?","D. SELECT * FROM uczniowie WHERE data_ur == 2001-%-%",false
"884","Fragment kodu SQL oznacza, że klucz obcy","A. jest referencją do samego siebie",false
"884","Fragment kodu SQL oznacza, że klucz obcy","B. ustawiony jest na kolumnie obiekty",false
"884","Fragment kodu SQL oznacza, że klucz obcy","C. znajduje się w tabeli obiekty",false
"884","Fragment kodu SQL oznacza, że klucz obcy","D. łączy się z kolumną imiona",true
"885","Który znacznik służy budowaniu hierarchii tekstu w języku HTML?","A. <u>",false
"885","Który znacznik służy budowaniu hierarchii tekstu w języku HTML?","B. <style>",false
"885","Który znacznik służy budowaniu hierarchii tekstu w języku HTML?","C. <head>",false
"885","Który znacznik służy budowaniu hierarchii tekstu w języku HTML?","D. <h6>",true
"886","Która z definicji CSS określa formatowanie nagłówka h1: tekst nadkreślony, z odstępami między wyrazami 10 px i czerwonym kolorem tekstu?","A. A",true
"886","Która z definicji CSS określa formatowanie nagłówka h1: tekst nadkreślony, z odstępami między wyrazami 10 px i czerwonym kolorem tekstu?","B. B",false
"886","Która z definicji CSS określa formatowanie nagłówka h1: tekst nadkreślony, z odstępami między wyrazami 10 px i czerwonym kolorem tekstu?","C. C",false
"886","Która z definicji CSS określa formatowanie nagłówka h1: tekst nadkreślony, z odstępami między wyrazami 10 px i czerwonym kolorem tekstu?","D. D",false
"887","W języku CSS, należy zdefiniować tło dokumentu jako obraz rys.png. Obraz ma powtarzać się jedynie w poziomie. Którą definicję należy przypisać selektorowi body?","A. {background-image: url("rys.png"); background-repeat: repeat-x;}",true
"887","W języku CSS, należy zdefiniować tło dokumentu jako obraz rys.png. Obraz ma powtarzać się jedynie w poziomie. Którą definicję należy przypisać selektorowi body?","B. {background-image: url("rys.png"); background-repeat: round;}",false
"887","W języku CSS, należy zdefiniować tło dokumentu jako obraz rys.png. Obraz ma powtarzać się jedynie w poziomie. Którą definicję należy przypisać selektorowi body?","C. {background-image: url("rys.png"); background-repeat: repeat-y;}",false
"887","W języku CSS, należy zdefiniować tło dokumentu jako obraz rys.png. Obraz ma powtarzać się jedynie w poziomie. Którą definicję należy przypisać selektorowi body?","D. {background-image: url("rys.png"); background-repeat: repeat;}",false
"888","Za pomocą którego zapisu zostanie utworzony w dokumencie HTML element wyświetlający obraz kotek.jpg z tekstem alternatywnym "obrazek kotka"","A. <img src="kotek.jpg" alt="obrazek kotka">",true
"888","Za pomocą którego zapisu zostanie utworzony w dokumencie HTML element wyświetlający obraz kotek.jpg z tekstem alternatywnym "obrazek kotka"","B. <img href="kotek.jpg" title="obrazek kotka">",false
"888","Za pomocą którego zapisu zostanie utworzony w dokumencie HTML element wyświetlający obraz kotek.jpg z tekstem alternatywnym "obrazek kotka"","C. <img src="kotek.jpg" title="obrazek kotka">",false
"888","Za pomocą którego zapisu zostanie utworzony w dokumencie HTML element wyświetlający obraz kotek.jpg z tekstem alternatywnym "obrazek kotka"","D. <img href="kotek.jpg" alt="obrazek kotka">",false
"889","Przedstawione formatowanie CSS, przy założeniu, że żadne inne formatowanie nie jest zdefiniowane, sprawi, że","A. marginesy wewnętrzne wszystkich komórek będą wynosiły 10 px",false
"889","Przedstawione formatowanie CSS, przy założeniu, że żadne inne formatowanie nie jest zdefiniowane, sprawi, że","B. margines wewnętrzny komórki z napisem Anna będzie miał 30 px, a z napisem Ewa – 10 px",false
"889","Przedstawione formatowanie CSS, przy założeniu, że żadne inne formatowanie nie jest zdefiniowane, sprawi, że","C. marginesy wewnętrzne wszystkich komórek będą wynosiły 30 px",false
"889","Przedstawione formatowanie CSS, przy założeniu, że żadne inne formatowanie nie jest zdefiniowane, sprawi, że","D. margines wewnętrzny komórki z napisem Anna będzie miał 10 px, a z napisem Ewa – 30 px",true
"890","W języku JavaScript podany w ramce fragment funkcji ma za zadanie","A. wyświetlić wszystkie elementy tablicy",false
"890","W języku JavaScript podany w ramce fragment funkcji ma za zadanie","B. wprowadzić do każdego elementu tablicy aktualną wartość zmiennej i",false
"890","W języku JavaScript podany w ramce fragment funkcji ma za zadanie","C. policzyć sumę wszystkich elementów tablicy",true
"890","W języku JavaScript podany w ramce fragment funkcji ma za zadanie","D. dodać do każdego elementu tablicy stałą wartość",false
"891","W języku SQL, aby wstawić wiersz danych do bazy, należy zastosować polecenie","A. CREATE INTO",false
"891","W języku SQL, aby wstawić wiersz danych do bazy, należy zastosować polecenie","B. CREATE ROW",false
"891","W języku SQL, aby wstawić wiersz danych do bazy, należy zastosować polecenie","C. INSERT INTO",true
"891","W języku SQL, aby wstawić wiersz danych do bazy, należy zastosować polecenie","D. SELECT ROW",false
"892","Wskaż kod CSS odpowiadający układowi bloków 2 - 5, zakładając, że są one zbudowane w oparciu o przedstawiony kod HTML","A. A",false
"892","Wskaż kod CSS odpowiadający układowi bloków 2 - 5, zakładając, że są one zbudowane w oparciu o przedstawiony kod HTML","B. B",true
"892","Wskaż kod CSS odpowiadający układowi bloków 2 - 5, zakładając, że są one zbudowane w oparciu o przedstawiony kod HTML","C. C",false
"892","Wskaż kod CSS odpowiadający układowi bloków 2 - 5, zakładając, że są one zbudowane w oparciu o przedstawiony kod HTML","D. D",false
"893","Rozproszonym systemem kontroli wersji projektu programistycznego jest","A. GIT",true
"893","Rozproszonym systemem kontroli wersji projektu programistycznego jest","B. FileZilla",false
"893","Rozproszonym systemem kontroli wersji projektu programistycznego jest","C. TotalCommander",false
"893","Rozproszonym systemem kontroli wersji projektu programistycznego jest","D. Eclipse",false
"894","Jak zdefiniować w języku CSS takie formatowanie tabeli, żeby wiersz, na którym aktualnie znajduje się kursor myszy, zmieniał kolor tła na szary","A. tr:active { color: gray; }",false
"894","Jak zdefiniować w języku CSS takie formatowanie tabeli, żeby wiersz, na którym aktualnie znajduje się kursor myszy, zmieniał kolor tła na szary","B. tr:active { background-color: gray; }",false
"894","Jak zdefiniować w języku CSS takie formatowanie tabeli, żeby wiersz, na którym aktualnie znajduje się kursor myszy, zmieniał kolor tła na szary","C. tr:hover { background-color: gray; }",true
"894","Jak zdefiniować w języku CSS takie formatowanie tabeli, żeby wiersz, na którym aktualnie znajduje się kursor myszy, zmieniał kolor tła na szary","D. tr:hover { color: gray; }",false
"895","Formatami Video obsługiwanymi w standardzie HTML5 są","A. Ogg, QuickTime",false
"895","Formatami Video obsługiwanymi w standardzie HTML5 są","B. Ogg, AVI, MPEG",false
"895","Formatami Video obsługiwanymi w standardzie HTML5 są","C. MP4, Ogg, WebM",true
"895","Formatami Video obsługiwanymi w standardzie HTML5 są","D. MP4, AVI",false
"896","Który z typów relacji wymaga utworzenia tabeli pośredniej łączącej klucze główne obu tabel?","A. 1..n",false
"896","Który z typów relacji wymaga utworzenia tabeli pośredniej łączącej klucze główne obu tabel?","B. n..m",true
"896","Który z typów relacji wymaga utworzenia tabeli pośredniej łączącej klucze główne obu tabel?","C. n..1",false
"896","Który z typów relacji wymaga utworzenia tabeli pośredniej łączącej klucze główne obu tabel?","D. 1..1",false
"897","W kodzie HTML przypisano pewne znaczniki do klasy o nazwie „nomargin”. Aby wykonać za pomocą języka JavaScript operacje na tych znacznikach, można posłużyć się funkcją","A. getElement("nomargin")",false
"897","W kodzie HTML przypisano pewne znaczniki do klasy o nazwie „nomargin”. Aby wykonać za pomocą języka JavaScript operacje na tych znacznikach, można posłużyć się funkcją","B. getElementById("nomargin")",false
"897","W kodzie HTML przypisano pewne znaczniki do klasy o nazwie „nomargin”. Aby wykonać za pomocą języka JavaScript operacje na tych znacznikach, można posłużyć się funkcją","C. getElementsByTagName("nomargin")",false
"897","W kodzie HTML przypisano pewne znaczniki do klasy o nazwie „nomargin”. Aby wykonać za pomocą języka JavaScript operacje na tych znacznikach, można posłużyć się funkcją","D. getElementsByClassName("nomargin")",true
"898","Kompresja bezstratna pliku graficznego gwarantuje","A. lepszą jakość",false
"898","Kompresja bezstratna pliku graficznego gwarantuje","B. mniejszą liczbę warstw",false
"898","Kompresja bezstratna pliku graficznego gwarantuje","C. rozmiar większy niż grafika oryginalna",false
"898","Kompresja bezstratna pliku graficznego gwarantuje","D. pierwotną jakość grafiki",true
"899","Wskaż poprawny składniowo warunek zapisany w języku PHP i sprawdzający brak połączenia z bazą MySQL","A. if {mysql_connect_errno()}{}",false
"899","Wskaż poprawny składniowo warunek zapisany w języku PHP i sprawdzający brak połączenia z bazą MySQL","B. if {mysqli_connect_error()}{}",false
"899","Wskaż poprawny składniowo warunek zapisany w języku PHP i sprawdzający brak połączenia z bazą MySQL","C. if (mysqli_connect_errno()){}",true
"899","Wskaż poprawny składniowo warunek zapisany w języku PHP i sprawdzający brak połączenia z bazą MySQL","D. if (mysql_connect_error())()",false
"900","Tabele Osoby i Zainteresowania są połączone relacją jeden do wielu. Które zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić imiona oraz odpowiadające im hobby?","A. SELECT imie, hobby FROM Osoby.Zainteresowania_id = Zainteresowania.id FROM Osoby, Zainteresowania;",false
"900","Tabele Osoby i Zainteresowania są połączone relacją jeden do wielu. Które zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić imiona oraz odpowiadające im hobby?","B. SELECT imie, hobby FROM Osoby, Zainteresowania;",false
"900","Tabele Osoby i Zainteresowania są połączone relacją jeden do wielu. Które zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić imiona oraz odpowiadające im hobby?","C. SELECT imie, hobby FROM Osoby JOIN Zainteresowania ON Osoby.Zainteresowania_id = Zainteresowania.id;",true
"900","Tabele Osoby i Zainteresowania są połączone relacją jeden do wielu. Które zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić imiona oraz odpowiadające im hobby?","D. SELECT imie, hobby FROM Osoby, Zainteresowania WHERE Osoby.id = Zainteresowania.id;",false
"901","W języku HTML, aby wstawić na stronę obraz zapisany w formacie JPG, należy zastosować znacznik","A. <src>",false
"901","W języku HTML, aby wstawić na stronę obraz zapisany w formacie JPG, należy zastosować znacznik","B. <img>",true
"901","W języku HTML, aby wstawić na stronę obraz zapisany w formacie JPG, należy zastosować znacznik","C. <jpg>",false
"901","W języku HTML, aby wstawić na stronę obraz zapisany w formacie JPG, należy zastosować znacznik","D. <table>",false
"902","Za pomocą, którego znacznika można wstawić listę numerowaną (uporządkowaną) w dokumencie HTML?","A. <li>",false
"902","Za pomocą, którego znacznika można wstawić listę numerowaną (uporządkowaną) w dokumencie HTML?","B. <ul>",false
"902","Za pomocą, którego znacznika można wstawić listę numerowaną (uporządkowaną) w dokumencie HTML?","C. <ol>",true
"902","Za pomocą, którego znacznika można wstawić listę numerowaną (uporządkowaną) w dokumencie HTML?","D. <dl>",false
"903","W języku CSS zapis selektora p > i { color: red; } oznacza, że kolorem czerwonym zostanie sformatowany","A. jedynie ten tekst w znaczniku <i>, który jest umieszczony bezpośrednio wewnątrz znacznika <p>",true
"903","W języku CSS zapis selektora p > i { color: red; } oznacza, że kolorem czerwonym zostanie sformatowany","B. jedynie ten tekst znacznika <p>, do którego jest przypisana klasa o nazwie i",false
"903","W języku CSS zapis selektora p > i { color: red; } oznacza, że kolorem czerwonym zostanie sformatowany","C. każdy tekst w znaczniku <p> lub każdy tekst w znaczniku <i>",false
"903","W języku CSS zapis selektora p > i { color: red; } oznacza, że kolorem czerwonym zostanie sformatowany","D. każdy tekst w znaczniku <p> za wyjątkiem tych w znaczniku <i>",false
"904","Język PHP posiada obsługę","A. sesji i ciastek",true
"904","Język PHP posiada obsługę","B. zdarzeń myszy",false
"904","Język PHP posiada obsługę","C. zdarzeń klawiatury",false
"904","Język PHP posiada obsługę","D. obiektów przeglądarki",false
"905","Tworząc tabelę w języku SQL zdefiniowano pole, którego wartości nie mogą się powtarzać. Do jego definicji należy zastosować atrybut","A. IDENTITY",false
"905","Tworząc tabelę w języku SQL zdefiniowano pole, którego wartości nie mogą się powtarzać. Do jego definicji należy zastosować atrybut","B. UNIQUE",true
"905","Tworząc tabelę w języku SQL zdefiniowano pole, którego wartości nie mogą się powtarzać. Do jego definicji należy zastosować atrybut","C. DEFAULT",false
"905","Tworząc tabelę w języku SQL zdefiniowano pole, którego wartości nie mogą się powtarzać. Do jego definicji należy zastosować atrybut","D. NOT NULL",false
"906","Aby wskazać błędy składniowe w kodzie HTML, należy zastosować","A. kompilator",false
"906","Aby wskazać błędy składniowe w kodzie HTML, należy zastosować","B. debugger",false
"906","Aby wskazać błędy składniowe w kodzie HTML, należy zastosować","C. interpreter",false
"906","Aby wskazać błędy składniowe w kodzie HTML, należy zastosować","D. walidator",true
"907","Projektując stronę internetową, umieszczono kod definiujący jej styl. Jaką szerokość pozostawiono na treść strony?","A. 600 px",false
"907","Projektując stronę internetową, umieszczono kod definiujący jej styl. Jaką szerokość pozostawiono na treść strony?","B. 640 px",false
"907","Projektując stronę internetową, umieszczono kod definiujący jej styl. Jaką szerokość pozostawiono na treść strony?","C. 560 px",true
"907","Projektując stronę internetową, umieszczono kod definiujący jej styl. Jaką szerokość pozostawiono na treść strony?","D. 2 px",false
"908","Instrukcją pętli, która jest przeznaczona do wykonania określonej liczby operacji na pewnym obiekcie lub zmiennej niebędącej tablicą, jest","A. foreach",false
"908","Instrukcją pętli, która jest przeznaczona do wykonania określonej liczby operacji na pewnym obiekcie lub zmiennej niebędącej tablicą, jest","B. if",false
"908","Instrukcją pętli, która jest przeznaczona do wykonania określonej liczby operacji na pewnym obiekcie lub zmiennej niebędącej tablicą, jest","C. switch",false
"908","Instrukcją pętli, która jest przeznaczona do wykonania określonej liczby operacji na pewnym obiekcie lub zmiennej niebędącej tablicą, jest","D. for",true
"909","Przedstawiona funkcja, zapisana językiem JavaScript, ma za zadanie","A. umożliwić przejście do wskazanej lokalizacji hosta",false
"909","Przedstawiona funkcja, zapisana językiem JavaScript, ma za zadanie","B. wyświetlić w elemencie o id = "info" adres hosta wskazany pierwszym odnośnikiem",false
"909","Przedstawiona funkcja, zapisana językiem JavaScript, ma za zadanie","C. wyświetlić na przycisku lokalizację hosta, a po jego wciśnięciu umożliwić przejście do wskazanej lokalizacji",false
"909","Przedstawiona funkcja, zapisana językiem JavaScript, ma za zadanie","D. wyświetlić w elemencie o id = "info" nazwę hosta, z którego pochodzi wyświetlona strona",true
"910","Która cecha grafiki wektorowej jest prawdziwa?","A. Raz utworzoną nie można edytować",false
"910","Która cecha grafiki wektorowej jest prawdziwa?","B. Grafika wektorowa jest niezależna od rozdzielczości",true
"910","Która cecha grafiki wektorowej jest prawdziwa?","C. Grafika wektorowa jest nieskalowalna",false
"910","Która cecha grafiki wektorowej jest prawdziwa?","D. Nie można przetworzyć ją na grafikę rastrową",false
"911","W języku PHP operatorem reszty z dzielenia jest:","A. &",false
"911","W języku PHP operatorem reszty z dzielenia jest:","B. @",false
"911","W języku PHP operatorem reszty z dzielenia jest:","C. %",true
"911","W języku PHP operatorem reszty z dzielenia jest:","D. #",false
"912","W formularzu HTML zastosowano znacznik <input>. Wyświetlone pole będzie służyło do wprowadzania maksymalnie","A. 20 znaków, które są widoczne podczas wprowadzania",false
"912","W formularzu HTML zastosowano znacznik <input>. Wyświetlone pole będzie służyło do wprowadzania maksymalnie","B. 20 znaków, które nie są widoczne w polu tekstowym",true
"912","W formularzu HTML zastosowano znacznik <input>. Wyświetlone pole będzie służyło do wprowadzania maksymalnie","C. 30 znaków, które nie są widoczne w polu tekstowym",false
"912","W formularzu HTML zastosowano znacznik <input>. Wyświetlone pole będzie służyło do wprowadzania maksymalnie","D. 30 znaków, które są widoczne podczas wprowadzania",false
"913","Wśród czterech podstawowych kolorów modelu barw CMYK jest","A. brązowy",false
"913","Wśród czterech podstawowych kolorów modelu barw CMYK jest","B. pomarańczowy",false
"913","Wśród czterech podstawowych kolorów modelu barw CMYK jest","C. zielony",false
"913","Wśród czterech podstawowych kolorów modelu barw CMYK jest","D. czarny",true
"914","Które z poleceń nadaje najniższy poziom uprawnień użytkownikowi uczen pod względem modyfikacji danych i struktury tabel?","A. GRANT ALTER, SELECT ON szkola.przedmioty TO uczen;",false
"914","Które z poleceń nadaje najniższy poziom uprawnień użytkownikowi uczen pod względem modyfikacji danych i struktury tabel?","B. GRANT SELECT ON szkola.przedmioty TO uczen;",true
"914","Które z poleceń nadaje najniższy poziom uprawnień użytkownikowi uczen pod względem modyfikacji danych i struktury tabel?","C. GRANT INSERT, DROP ON szkola.przedmioty TO uczen;",false
"914","Które z poleceń nadaje najniższy poziom uprawnień użytkownikowi uczen pod względem modyfikacji danych i struktury tabel?","D. GRANT DROP ON szkola.przedmioty TO uczen;",false
"915","W języku PHP, aby połączyć się z bazą danych MySQL przy pomocy biblioteki mysqli, stosując zamieszczony zapis, w miejscu litery 'c' należy zapisać","A. nazwę bazy danych",false
"915","W języku PHP, aby połączyć się z bazą danych MySQL przy pomocy biblioteki mysqli, stosując zamieszczony zapis, w miejscu litery 'c' należy zapisać","B. nazwę użytkownika",true
"915","W języku PHP, aby połączyć się z bazą danych MySQL przy pomocy biblioteki mysqli, stosując zamieszczony zapis, w miejscu litery 'c' należy zapisać","C. lokalizację serwera bazy danych",false
"915","W języku PHP, aby połączyć się z bazą danych MySQL przy pomocy biblioteki mysqli, stosując zamieszczony zapis, w miejscu litery 'c' należy zapisać","D. hasło użytkownika",false
"916","Aby w JavaScript wykonać wymienione kroki, należy w znaczniku <script> umieścić kod","A. A = prompt("Podaj kwalifikację: "); document.write("Kwalifikacja: ".A);",false
"916","Aby w JavaScript wykonać wymienione kroki, należy w znaczniku <script> umieścić kod","B. A << prompt("Podaj kwalifikację: "); document.write("Kwalifikacja: " + A);",false
"916","Aby w JavaScript wykonać wymienione kroki, należy w znaczniku <script> umieścić kod","C. A = prompt("Podaj kwalifikację: "); document.write("Kwalifikacja: " + A);",true
"916","Aby w JavaScript wykonać wymienione kroki, należy w znaczniku <script> umieścić kod","D. A = alert("Podaj kwalifikację: "); document.write("Kwalifikacja: " + A);",false
"917","Funkcja agregująca AVG użyta w zapytaniu ma za zadanie","A. zsumować koszt wszystkich usług",false
"917","Funkcja agregująca AVG użyta w zapytaniu ma za zadanie","B. obliczyć średnią arytmetyczną cen wszystkich usług",true
"917","Funkcja agregująca AVG użyta w zapytaniu ma za zadanie","C. wskazać najwyższą cenę za usługi",false
"917","Funkcja agregująca AVG użyta w zapytaniu ma za zadanie","D. policzyć ile jest usług dostępnych w tabeli",false
"918","Kolorem o barwie niebieskiej jest kolor","A. #00EE00",false
"918","Kolorem o barwie niebieskiej jest kolor","B. #EE0000",false
"918","Kolorem o barwie niebieskiej jest kolor","C. #EE00EE",false
"918","Kolorem o barwie niebieskiej jest kolor","D. #0000EE",true
"919","Zestaw komponentów i podprogramów służący pisaniu aplikacji, który ponadto narzuca szkielet wyglądu aplikacji, jej strukturę, a czasem nawet wzorzec według którego ma powstać aplikacja, to","A. komponent",false
"919","Zestaw komponentów i podprogramów służący pisaniu aplikacji, który ponadto narzuca szkielet wyglądu aplikacji, jej strukturę, a czasem nawet wzorzec według którego ma powstać aplikacja, to","B. middleware",false
"919","Zestaw komponentów i podprogramów służący pisaniu aplikacji, który ponadto narzuca szkielet wyglądu aplikacji, jej strukturę, a czasem nawet wzorzec według którego ma powstać aplikacja, to","C. biblioteka",false
"919","Zestaw komponentów i podprogramów służący pisaniu aplikacji, który ponadto narzuca szkielet wyglądu aplikacji, jej strukturę, a czasem nawet wzorzec według którego ma powstać aplikacja, to","D. framework",true
"920","Rozwinięcie słowne akronimu ACID w SQL to","A. atomic, constaint, isolated, dependable",false
"920","Rozwinięcie słowne akronimu ACID w SQL to","B. atomic, consistent, isolated, durable",true
"920","Rozwinięcie słowne akronimu ACID w SQL to","C. atomic, consistent, iss, dependable",false
"920","Rozwinięcie słowne akronimu ACID w SQL to","D. atomic, comming, is, do",false
"921","Które dane z 8 rekordów wpisanych do tabeli zwierzeta zostaną wyświetlone w wyniku podanego zapytania SQL?","A. Anna Kowalska, Jan Nowak",false
"921","Które dane z 8 rekordów wpisanych do tabeli zwierzeta zostaną wyświetlone w wyniku podanego zapytania SQL?","B. Dika, Fuks",true
"921","Które dane z 8 rekordów wpisanych do tabeli zwierzeta zostaną wyświetlone w wyniku podanego zapytania SQL?","C. Figaro, Dika, Fuks",false
"921","Które dane z 8 rekordów wpisanych do tabeli zwierzeta zostaną wyświetlone w wyniku podanego zapytania SQL?","D. Fafik, Brutus, Dika, Fuks",false
"922","W języku JavaScript instrukcję a++; można inaczej zapisać jako","A. a&1",false
"922","W języku JavaScript instrukcję a++; można inaczej zapisać jako","B. 1+=a",false
"922","W języku JavaScript instrukcję a++; można inaczej zapisać jako","C. a<<1",false
"922","W języku JavaScript instrukcję a++; można inaczej zapisać jako","D. a=a+1",true
"923","Z którym ze słów kluczowych programowania obiektowego w języku JavaScript wiąże się dostęp do pól i metod tylko z poziomu klasy, w której są zdefiniowane","A. static",false
"923","Z którym ze słów kluczowych programowania obiektowego w języku JavaScript wiąże się dostęp do pól i metod tylko z poziomu klasy, w której są zdefiniowane","B. public",false
"923","Z którym ze słów kluczowych programowania obiektowego w języku JavaScript wiąże się dostęp do pól i metod tylko z poziomu klasy, w której są zdefiniowane","C. private",false
"923","Z którym ze słów kluczowych programowania obiektowego w języku JavaScript wiąże się dostęp do pól i metod tylko z poziomu klasy, w której są zdefiniowane","D. Żadne z powyższych, w JavaScript należy użyć #",true
"924","Przedstawiony na rysunku kolor zapisany w modelu RGB, w systemie szesnastkowym będzie zdefiniowany następująco","A. 77A0C1",true
"924","Przedstawiony na rysunku kolor zapisany w modelu RGB, w systemie szesnastkowym będzie zdefiniowany następująco","B. 76A3C1",false
"924","Przedstawiony na rysunku kolor zapisany w modelu RGB, w systemie szesnastkowym będzie zdefiniowany następująco","C. 71A0B2",false
"924","Przedstawiony na rysunku kolor zapisany w modelu RGB, w systemie szesnastkowym będzie zdefiniowany następująco","D. 77A1C1",false
"925","Za pomocą której funkcji języka PHP można ustanowić połączenie z bazą danych o nazwie zwierzaki?","A. $polacz = server_connect('localhost', 'root','','zwierzaki');",false
"925","Za pomocą której funkcji języka PHP można ustanowić połączenie z bazą danych o nazwie zwierzaki?","B. $polacz = mysqli_connect('localhost', 'root','','zwierzaki');",true
"925","Za pomocą której funkcji języka PHP można ustanowić połączenie z bazą danych o nazwie zwierzaki?","C. $polacz = sql_connect('localhost', 'root','','zwierzaki');",false
"925","Za pomocą której funkcji języka PHP można ustanowić połączenie z bazą danych o nazwie zwierzaki?","D. $polacz = db_connect('localhost', 'root','','zwierzaki');",false
"926","Aby zmienić maksymalną długość pola imie w tabeli klienci na 30 znaków, należy użyć w języku SQL następującego kodu","A. CHANGE TABLE klienci MODIFY imie CHAR(30);",false
"926","Aby zmienić maksymalną długość pola imie w tabeli klienci na 30 znaków, należy użyć w języku SQL następującego kodu","B. CHANGE TABLE klienci TO COLUMN imie SET CHAR(30);",false
"926","Aby zmienić maksymalną długość pola imie w tabeli klienci na 30 znaków, należy użyć w języku SQL następującego kodu","C. ALTER TABLE klienci MODIFY COLUMN imie VARCHAR(30);",true
"926","Aby zmienić maksymalną długość pola imie w tabeli klienci na 30 znaków, należy użyć w języku SQL następującego kodu","D. ALTER TABLE klienci CHANGE imie TEXT;",false
"927","Jeśli zmienna $x przechowuje dowolną liczbę naturalną dodatnią, przedstawiony kod źródłowy PHP ma za zadanie wyświetlić","A. kolejne liczby od x do 0",false
"927","Jeśli zmienna $x przechowuje dowolną liczbę naturalną dodatnią, przedstawiony kod źródłowy PHP ma za zadanie wyświetlić","B. liczby wczytywane z klawiatury, tak długo aż zostanie wczytana wartość x",false
